"trade_id","trade_name","trade_group","trade_parent_group","booking_country_id","booking_country","selling_country_id","selling_country"
"3","Server Performane Monitoring","","Internal Testing","57","England","57","England"
"5","Worldwide Hotel Link - Albatravel Group","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"6","Restel B2C","WS_Restel","Hotusa-Restel Group","57","England","57","England"
"7","Destinations of the World - Dubai","WS_DOTW","Destinations of the World","57","England","57","England"
"8","SERHS B2C","WS_SERHS","Serhs","57","England","57","England"
"10","HoneyCount","","B2C HoneyCount","57","England","57","England"
"20","HotelsPro DMCC B2B","WS_HotelsPro","Hotelspro DMCC","57","England","57","England"
"23","Reservwire B2B Test","Internal Testing","Internal Testing","57","England","57","England"
"24","Special Tours B2B","WS_SpecialTours","Special Tours Wholesalers Ltd","57","England","57","England"
"25","TESTEhTest","Internal Testing","Internal Testing","57","England","57","England"
"30","AMC Travel","Schiphol Travel","Schiphol Travel","57","England","57","England"
"31","TravelXL Bodegraven","TravelXL","TravelXL Parent","57","England","57","England"
"32","Uniglobe Benelux Axon Leuven","Uniglobe BE","Uniglobe Benelux Parent","57","England","57","England"
"33","Travelwise BT ( Ossett) (CAPS) J8349","Advantage","Advantage Head Office / Parent","57","England","57","England"
"41","Worldwide Hotel Link IBERICA SL mad","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"42","HotelsClick Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"43","AIC TRAVEL GROUP SA","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"44","THE REVEAL SRL","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"45","Albatravel Switzerland Sagl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"46","Albatravel France","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"47","Albatravel Venezia Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"48","Albatravel Genova Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"49","Albatravel Lecce Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"50","Albatravel Messina Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"51","Albatravel Milano Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"52","Albatravel Pescara Srl","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"53","WORLDWIDE HOTEL LINK UK LTD","WS_WHL","Worldwide Hotel Link","57","England","57","England"
"54","Avitour Bulles Voyages","Avitour Belgium","Avitour Belgium Parent","57","England","57","England"
"55","CAGEP VGES","Tourcom","Tourcom Head Office","57","England","57","England"
"56","Carnet Viaggi Roma","","Independents - Italy & Ticino","57","England","57","England"
"57","ER Travel Stockholm","VIA Sweden","VIA Sweden Partners","57","England","57","England"
"58","Globetrotter Bern Neuengasse","Globetrotter EH","Globetrotter Head Office","57","England","57","England"
"59","Hotelplan MTCH AG Zürich Migros-City","HOTELPLAN","MTCH Suisse","57","England","57","England"
"60","Bontour Business","Simone Independent NL","Benelux Independent NL Parent","27","Netherlands","27","Netherlands"
"61","Peter Demo","","","57","England","57","England"
"62","Selectour Orelis Rue de l'Echelle","","Selectour Orelis Head Office Rue de Rennes","57","England","57","England"
"63","Serenella Viaggi E Tempo Libero Milano","","Independents - Italy & Ticino","57","England","57","England"
"64","Uniglobe UK Total","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"65","Viatges Euronova-Vilanova","Beroni","AVASA","57","England","57","England"
"66","Total TSG Business Trips","","TSG Expenses","57","England","57","England"
"67","Travel Republic (UK)","WS_Travel Republic","Travel Republic","57","England","57","England"
"70","Aspen Travel (B.T.) (CAPS) 89264","Advantage","Advantage Head Office / Parent","57","England","57","England"
"71","Bellingham Travel (Bath St) Business","Advantage","Advantage Head Office / Parent","57","England","57","England"
"72","Charlie Reid Travel (CAPS) 80486","Advantage","Advantage Head Office / Parent","57","England","57","England"
"73","Connoisseur Travel (CAPS) K0692","Advantage","Advantage Head Office / Parent","57","England","57","England"
"74","Cruisespesialisten AS Bergen","","Independent Parent Norway","57","England","57","England"
"75","CSR Travel (CAPS) 17779","Advantage","Advantage Head Office / Parent","57","England","57","England"
"76","Dovetail Foks","","","57","England","57","England"
"77","Kanoo Travel (Bristol)","Kanoo Travel","Kanoo Travel","57","England","57","England"
"79","Newell's Truro Travel 26072","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"80","R E B Travel Services (Worldchoice) 25830","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"81","Scotts Travel (London) (Worldchoice)","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"83","Uni-Travel Limited (Lancaster) (CAPS) 82208","Advantage","Advantage Head Office / Parent","57","England","57","England"
"84","Vejle Rejser","Independents Denmark","Independent Parent Denmark","57","England","57","England"
"85","Wayfarers Travel (Leisure)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"88","Go Global B2B","WS_Go Global","Go Global","57","England","57","England"
"93","Carsolize test","","","57","England","57","England"
"94","LogBuy UK","Independent Affiliate","Independent Affiliate Parent","57","England","57","England"
"95","Kanoo Travel (admin)","Kanoo Travel","Kanoo Travel","57","England","57","England"
"96","Corporate Traveller Bristol 3","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"98","NYS CORPORATE","Advantage","Advantage Head Office / Parent","57","England","57","England"
"99","Kanoo Travel (Southampton)","Kanoo Travel","Kanoo Travel","57","England","57","England"
"100","Big Travel Headoffice","Big Travel","Big Travel Parent","57","England","57","England"
"101","Travelsupport partners","Travelsupport partners Sweden","Travelsupport partners","57","England","57","England"
"103","Advanced Travel Partner UK Ltd.","Advantage","Advantage Head Office / Parent","57","England","57","England"
"104","Hays Travel Ltd Agent","","Hays Travel Ltd Agent","57","England","57","England"
"105","STA Idiv USD Agent Parent","WS_STA Idiv USD Arrival","STA Idiv USD Parent","57","England","57","England"
"106","Swetravel Headoffice Stockholm Parent","VIA Sweden","VIA Sweden Partners","57","England","57","England"
"107","Telme Farebase Parent","","Telme Farebase Parent","57","England","57","England"
"108","Tourcom Head Office","Tourcom","Tourcom Head Office","57","England","57","England"
"109","Travel Support Partners","Travelsupport partners Sweden","Travelsupport partners","57","England","57","England"
"111","1 UP TRAVEL","","Barrhead Travel Group","57","England","57","England"
"112","7-continents travel","","","57","England","57","England"
"113","Accm-Wizard Travel","","","57","England","57","England"
"114","ACCOMMODATIONS UK","","","57","England","57","England"
"115","Advantage Travel Centres Test","","","57","England","57","England"
"116","Allways Travel (Bickley)","","","57","England","57","England"
"117","Altitude Luxury Travel (TTA)","TTA","TTA Parent","57","England","57","England"
"118","Ambro Events","","","57","England","57","England"
"119","American Express ( Blackfriars)","","","57","England","57","England"
"121","Avitour Belbur Travel","Avitour Belgium","Avitour Belgium Parent","57","England","57","England"
"122","Arabia Tourism","","","57","England","57","England"
"123","Argent Health & Safety","","","57","England","57","England"
"124","Astral Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"125","Astro Global Travel","","","57","England","57","England"
"126","Atlantis Travel","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"127","Austrian EH (TEST)","Internal Testing","Internal Testing","57","England","57","England"
"129","Avianova","","","57","England","57","England"
"130","Avisita Travel AB","","Independent Parent Sweden","57","England","57","England"
"131","Avitour Staff Account","Avitour Belgium","Avitour Belgium Parent","27","Netherlands","27","Netherlands"
"132","Barrhead Test Account","","","57","England","57","England"
"133","BARRHEAD TRAVEL ANTRIM","","Barrhead Travel Group","57","England","57","England"
"134","Bath Travel","Hays IG","Hays IG","57","England","57","England"
"136","Beacon Travel Service (Worldchoice)","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"137","Benz Travel Limited AD083","Advantage","Advantage Head Office / Parent","57","England","57","England"
"138","BLUESKY Travel","","","57","England","57","England"
"139","Bontour (Jersey)","","","57","England","57","England"
"140","Border Travel Services Ltd","Advantage","Advantage Head Office / Parent","57","England","57","England"
"144","Brightsun Travel","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"145","Burnside Travel -Hays Travel Ltd","Hays IG","Hays IG","57","England","57","England"
"147","Call Centre Test","Internal Testing","Internal Testing","57","England","57","England"
"149","Canada Test EH","Internal Testing","Internal Testing","57","England","57","England"
"150","Capricorn Travel (Chiswick)","","","57","England","57","England"
"151","Capricorn Travel (Ebury Bridge Rd)","","","57","England","57","England"
"152","Cashel Travel","UK Independents","UK Independents","57","England","57","England"
"153","Caspian Travel","","","57","England","57","England"
"154","Ceejay Travel","","","57","England","57","England"
"155","Century travel (CAPS) G8625","Consort Group","Consort Group","57","England","57","England"
"156","CFW Promotions Ltd","","","57","England","57","England"
"157","Chandlers Travel and Cruise","","","57","England","57","England"
"158","Charter Flight Centre","","","57","England","57","England"
"159","Chartwell Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"160","CHARTWELL TRAVEL LTD","Advantage","Advantage Head Office / Parent","57","England","57","England"
"161","Cheap.co.uk","","","57","England","57","England"
"162","Citibond Travel Ltd","","Citibond Travel Ltd","57","England","57","England"
"163","Cities Direct","","","57","England","57","England"
"164","Classic Travel (London)","","","57","England","57","England"
"165","Click and Go Holidays","","","57","England","57","England"
"166","CLUBWORLD TRAVEL","Consort Group","Consort Group","57","England","57","England"
"167","CLUBWORLD TRAVEL Banbridge","Consort Group","Consort Group","57","England","57","England"
"168","CLUBWORLD TRAVEL Lurgan","Consort Group","Consort Group","57","England","57","England"
"169","Direct Travel (Colpitts)","","","57","England","57","England"
"170","Colpitts World Travel-Aberdeen","","","57","England","57","England"
"171","Colpitts World Travel-Clinical Team","","","57","England","57","England"
"172","Colpitts World Travel Energy Team","","","57","England","57","England"
"173","Colpitts World Travel-Events","","","57","England","57","England"
"175","Travelmaker - Midcounties Co-operative Travel (Guernsey)","UK Independents","UK Independents","57","England","57","England"
"176","Travelmaker - Midcounties Co-operative Travel (Jersey)","Midcounties Co-operative","Midcounties Co-operative","57","England","57","England"
"177","Courtney Airsavers Newcastle (CAPS) F6492","Advantage","Advantage Head Office / Parent","57","England","57","England"
"178","Courtney Airsavers Sunderland (CAPS) J3701","Advantage","Advantage Head Office / Parent","57","England","57","England"
"179","Cyprus Travel (London) Ltd","","","57","England","57","England"
"180","Dave Criddle (Worldchoice) A6243","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"181","Deehurst Ltd Traveleads Edinburgh","","","57","England","57","England"
"182","Traveleads (Conferma)","Conferma","Conferma","57","England","57","England"
"184","Direct Flights","","","57","England","57","England"
"185","Discovery Travel","","","57","England","57","England"
"187","Dong's Travel","","","57","England","57","England"
"188","DP&L TRAVEL LTD","Advantage","Advantage Head Office / Parent","57","England","57","England"
"189","DW TRAVEL SERVICES (TTA)","TTA","TTA Parent","57","England","57","England"
"190","Dunbar Travel","","","57","England","57","England"
"191","Edwin Doran's Travel World","","","57","England","57","England"
"192","EH Spanish Latin America Demo","","","57","England","57","England"
"193","GERMAN NEW EH (TEST)","Internal Testing","Internal Testing","57","England","57","England"
"194","E-hallidays","","","57","England","57","England"
"196","Emerald Travel UK","","","57","England","57","England"
"199","Event Connection (2)","","","57","England","57","England"
"200","Exposé Travel Management (Credit Card/Prepay","","","57","England","57","England"
"201","Fairwise Tours","","","57","England","57","England"
"202","Farleigh Travel","","","57","England","57","England"
"203","Fazlanie Travel Services","","","57","England","57","England"
"204","FC Retail (HC)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"205","FC Retail (HC)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"206","FCM UK / Ray Ollivere","","","57","England","57","England"
"207","FCR (HC)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"208","FCR (HC) UK","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"209","Ffestiniog Travel (Machynlleth)","","","57","England","57","England"
"210","Ffestiniog Travel (Porthmadog)","","","57","England","57","England"
"212","Flight Centre UK (Chester)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"213","Flight Centre UK (Durham)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"214","Flight Centre UK (Leeds)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"215","Flight Centre UK (Manchester Deansgate)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"216","Flight Centre UK (Manchester Oxford Rd)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"217","Flight Centre UK (Manchester Picc)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"218","Flight Centre UK (Nottingham)","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"219","Flight Centre UK Clifton Down","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"220","Flight Centre UK High Street Kensington","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"223","FlyUni","","","57","England","57","England"
"224","Foresta Travel","","","57","England","57","England"
"225","Forward Travel Management (Volkswagen)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"226","Freedom Flights Edinburgh","","","57","England","57","England"
"227","Friend International","","","57","England","57","England"
"228","JacTravel Personal Employee GBP * c/c only","","Friends, Family and VIP","57","England","57","England"
"229","frontline travels","","","57","England","57","England"
"230","FT TOURS","","","57","England","57","England"
"231","FTM Travel Belfast","","","57","England","57","England"
"232","Gallagher Travel Derry","Consort Group","Consort Group","57","England","57","England"
"233","Gallagher Travel Ltd","Consort Group","Consort Group","57","England","57","England"
"234","Getabed Complete Inventory","","","57","England","57","England"
"235","Gib Sun Club","","","57","England","57","England"
"236","Gifto Travels Ltd","","","57","England","57","England"
"237","Global Flights","","","57","England","57","England"
"238","Go Travel Ltd (Blackheath) (CAPS) L364X","Advantage","Advantage Head Office / Parent","57","England","57","England"
"239","Go Travel Ltd (Chislehurst)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"240","Go Travel Ltd (Locksbottom) (CAPS)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"241","Go Travel Ltd (Petts Wood)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"243","Gold Travel Ltd","","","57","England","57","England"
"244","Great Hotels Of The World","","","57","England","57","England"
"245","H.McCurdy Hamilton Ltd","Consort Group","Consort Group","57","England","57","England"
"246","Hatts Travel","","","57","England","57","England"
"247","Hendersons Travel (Barrhead) Hawick","","Barrhead Travel Group","57","England","57","England"
"248","Hermes Travel","","","57","England","57","England"
"249","Holiday Express Ltd","","","57","England","57","England"
"250","Hogg Travel","","","57","England","57","England"
"253","HPS Hotel Reservations","","","57","England","57","England"
"254","I Travel (Jersey)","","","57","England","57","England"
"255","IAN ALLAN TRAVEL (Business) (CAPS) 11185","Ian Allan","Advantage Head Office / Parent","57","England","57","England"
"256","Ian Allan Travel (Leisure) (CAPS) 11185","Ian Allan","Advantage Head Office / Parent","57","England","57","England"
"257","Imbel Travel","","","57","England","57","England"
"258","Incoming Groups","","","57","England","57","England"
"260","incoming- NL Euros","","","57","England","57","England"
"261","Infinity Tours","UK Independents","UK Independents","57","England","57","England"
"262","InfinityC Flight Centre","","","57","England","57","England"
"264","ITAC Staff","ITAC Holland","ITAC Parent","57","England","57","England"
"265","ExclusivelyHotels.com - ITALIA","","Independents - Italy & Ticino","26","Italy","26","Italy"
"266","JEH Travel","","","57","England","57","England"
"267","Jet2 Crew","","","57","England","57","England"
"268","Jigsaw Travel- Hays Travel Ltd","Hays IG","Hays IG","57","England","57","England"
"269","Jimmy Martin Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"270","Jonay (Spain) Test","Internal Testing","Internal Testing","57","England","57","England"
"271","Just the Ticket","","","57","England","57","England"
"273","Kanoo Travel (Brighton)","Kanoo Travel","Kanoo Travel","57","England","57","England"
"274","Kelvin Travel Ltd","","","57","England","57","England"
"275","Kenneth Macleod Travel Giffnock","","","57","England","57","England"
"276","Key Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"277","Leeds Mind Charity Hotels","","","57","England","57","England"
"278","Lesley Jubb travel ltd (Worldchoice)","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"279","Liberty Travel (London)","","","57","England","57","England"
"280","Limecard","","","57","England","57","England"
"281","LINCOLNSHIRE TRAVEL CLUB (TTA)","TTA","TTA Parent","57","England","57","England"
"282","Living With The Lions Sports Travel","","","57","England","57","England"
"283","LJ Personal Travel","","","57","England","57","England"
"284","International Service Solutions Gross Agent","","","57","England","57","England"
"285","International Service Solutions Net Agent","","","57","England","57","England"
"286","LORDS WOOD TRAVEL","","","57","England","57","England"
"288","Luxury Escape Ltd","Independents - Switzerland","Independents - Switzerland","57","England","57","England"
"289","M&W ENTERPRISES LTD","","","57","England","57","England"
"290","Macrae's Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"291","Major Travel","","","57","England","57","England"
"292","The Travel Company Edinburgh","Advantage","Advantage Head Office / Parent","57","England","57","England"
"293","Mayfair of London","","","57","England","57","England"
"295","Meadway Travel Ltd","","","57","England","57","England"
"296","Media Travel Management","","","57","England","57","England"
"297","Mettset Travel","","","57","England","57","England"
"298","MGC Servicios Turisticos México D.F.","","MGC Mexico","57","England","57","England"
"299","Mina World Travel Services","","","57","England","57","England"
"300","Monarch Travel Group Test","","","57","England","57","England"
"301","Moorelands Travel","","Barrhead Travel Group","57","England","57","England"
"302","Moresand Ltd","","Moresand Ltd","57","England","57","England"
"303","Muzicall Corporate Travel","","","57","England","57","England"
"304","Mytour","","","57","England","57","England"
"305","MyVacations","","","57","England","57","England"
"306","NDL Group","","","57","England","57","England"
"307","New Brand EH","","","57","England","57","England"
"308","Newells Hayle Travel D291X","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"309","Newells Travel Business travel (4568X)","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"310","Newells Travel Business travel CREDIT CARD","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"311","NEWORLD TRAVEL","","","57","England","57","England"
"312","Neyton Partnership","","","57","England","57","England"
"313","Nicoll World Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"314","Niels Numpty Travel","","","57","England","57","England"
"315","Niels Viking Services","","","57","England","57","England"
"317","Oasis Travel (NI) Bangor","Consort Group","Consort Group","57","England","57","England"
"318","Oasis Travel (NI) Belfast AD139","Advantage","Advantage Head Office / Parent","57","England","57","England"
"319","Oasis Travel (NI)Lisburn","Consort Group","Consort Group","57","England","57","England"
"320","Oasis Travel","Consort Group","Consort Group","57","England","57","England"
"321","Oasis Travel Holywood","Consort Group","Consort Group","57","England","57","England"
"322","Oasis Travel(NI) Howard Street","Consort Group","Consort Group","57","England","57","England"
"323","Odaro Travel Limited","","","57","England","57","England"
"324","Off Broadway Travel","","","57","England","57","England"
"325","Orr's Travel Limited Holywood","Worldchoice","Worldchoice ACAS Partner","57","England","57","England"
"326","Osprey Holidays (V3690)","Osprey Holidays","Osprey Holidays","57","England","57","England"
"327","P&P Associates Limited","","","57","England","57","England"
"328","Pall Mall Travel","","","57","England","57","England"
"329","Passport Travel","","","57","England","57","England"
"330","Pebbles Travel Torquay","","","57","England","57","England"
"331","PH Travel Consultants LTD","","","57","England","57","England"
"332","Polonez Travel","","","57","England","57","England"
"333","Portman","Advantage","Advantage Head Office / Parent","57","England","57","England"
"334","PP ASSOCIATES","","","57","England","57","England"
"335","Prepay Takeoff Discount Flights","","","57","England","57","England"
"336","R&B Travel- Hays Travel Ltd","","","57","England","57","England"
"337","Ramsay World Travel Aberdeen (CAPS) F6774","Advantage","Advantage Head Office / Parent","57","England","57","England"
"338","Ramsay World Travel Business Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"339","Ramsay World Travel Dundee (CAPS) 50921","Advantage","Advantage Head Office / Parent","57","England","57","England"
"340","Ramsay World Travel Stirling (CAPS) A1235","Advantage","Advantage Head Office / Parent","57","England","57","England"
"341","Rankin Travel","","","57","England","57","England"
"342","Real Holidays","","","57","England","57","England"
"346","Reed & Mackay","Reed & Mackay","Advantage Head Office / Parent","57","England","57","England"
"347","Regent Palace","B2C Regent Palace","B2C Regent Palace","57","England","57","England"
"348","Reigate Travel Limited (CAPS)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"349","Release Travel PRE-PAY ONLY Travel","","","57","England","57","England"
"350","ReseAgenten i Jämtland AB","Travelsupport partners Sweden","Travelsupport partners","57","England","57","England"
"351","Resevaruhuset STAFF","VIA Sweden","VIA Sweden Partners","57","England","57","England"
"352","Rickshaw Travel","","","57","England","57","England"
"353","Roger Walker Travel","Traveltek XML","The Global Travel Group UK","57","England","57","England"
"354","RTS Travel Agent EUR N","","","57","England","57","England"
"355","Routes To Suit (RTS) Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"356","SA Staff Agent N CC","","","57","England","57","England"
"357","SABS Demo Agent","","","57","England","57","England"
"358","Sadhana Travel Test","Internal Testing","Internal Testing","57","England","57","England"
"359","SACO Apartments","","","57","England","57","England"
"360","Sandown Travel Parent ZAR","","","57","England","57","England"
"361","Sandy Row Travel Management Limited (CAPS) L3194","Advantage","Advantage Head Office / Parent","57","England","57","England"
"363","Scubadivingtours.co.uk Ltd","","","57","England","57","England"
"364","Clubworld Travel 54655","Consort Group","Consort Group","57","England","57","England"
"367","Sembo SE","","","57","England","57","England"
"368","Wallace Arnold Travel York","Advantage","Advantage Head Office / Parent","57","England","57","England"
"369","Sheerness Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"371","Simon Test","Internal Testing","Internal Testing","57","England","57","England"
"372","Skiing Austria","","","57","England","57","England"
"373","Sky High Events & Group Travel","","","57","England","57","England"
"374","Skyways Travel & Transport","","","57","England","57","England"
"375","Skyworld Travel Ltd","","","57","England","57","England"
"376","Soho Travel","","","57","England","57","England"
"377","Soliman Travel UK","","","57","England","57","England"
"378","Sovereign Travel & Leisure Ltd","Advantage","Advantage Head Office / Parent","57","England","57","England"
"379","Spanish Speaking Services","","","57","England","57","England"
"380","Spectrum Group Travel","UK Independents","UK Independents","57","England","57","England"
"381","Sport Abroad (UK) Ltd","","","57","England","57","England"
"382","Sport Coach UK Business Account","","","57","England","57","England"
"383","Sporting Affair Limited","","","57","England","57","England"
"384","Sporting Fabric","","","57","England","57","England"
"389","STA TRAVEL GROUP - BUSINESS TRAVEL ()","WS_STA","STA Parent","57","England","57","England"
"391","STA Travel Group Staff N","WS_STA","STA Parent","57","England","57","England"
"395","STAG & HEN CO","Protected Travel Services Limi","Protected Travel Services Limited","57","England","57","England"
"398","Star Travel London","","","57","England","57","England"
"399","Statesman Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"400","Steppes Travel","UK Independents","UK Independents","57","England","57","England"
"401","Stevenson College Edinburgh","","","57","England","57","England"
"402","Stoke Newington Travel","","","57","England","57","England"
"403","STUDENT TRAVEL CENTRE LONDON","","","57","England","57","England"
"404","Sunpex Travel","","","57","England","57","England"
"405","Sunseekers Travel (Blackpool)","","","57","England","57","England"
"406","Sunways Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"408","SUSU Trading Ltd","","","57","England","57","England"
"409","Sweden Test Agent G","Internal Testing","Internal Testing","57","England","57","England"
"410","Sweden Test","Internal Testing","Internal Testing","57","England","57","England"
"411","SWISS (FRENCH) NEW EH (TEST)","Internal Testing","Internal Testing","57","England","57","England"
"412","SWISS (GERMAN) NEW EH (TEST)","Internal Testing","Internal Testing","57","England","57","England"
"413","T T Travel","","","57","England","57","England"
"414","TAG Aviation","","","57","England","57","England"
"415","Takeoff Discount Flights","","","57","England","57","England"
"416","Tarporley Travel (TTA)","TTA","TTA Parent","57","England","57","England"
"417","TAUNTON DEANE BOROUGH COUNCIL","UK Independents","UK Independents","57","England","57","England"
"418","Tecno Travel","","","57","England","57","England"
"419","Thames Valley Travel","","","57","England","57","England"
"420","The Corporate Team","","The Corporate Team","57","England","57","England"
"421","The Cruise Line Ltd","UK Independents","UK Independents","57","England","57","England"
"422","The Marine Travel Company (Canterbury)","Advantage","Advantage Head Office / Parent","57","England","57","England"
"423","The PA Club","","","57","England","57","England"
"424","The Travel Bar Limited","","","57","England","57","England"
"425","The Travel Company Edinburgh Management","Advantage","Advantage Head Office / Parent","57","England","57","England"
"426","The Travellers Boutique","","","57","England","57","England"
"427","The Unpackaged Travel Company","","","57","England","57","England"
"428","The Wayfarers (UK) Ltd","","","57","England","57","England"
"430","Tom Young Demo Agent","","","57","England","57","England"
"431","Top Hat Travel","","","57","England","57","England"
"432","Totalstay VIP","","TSG Marketing Costs","57","England","57","England"
"433","Toucan Travel Agency (Hook) G","Advantage","Advantage Head Office / Parent","57","England","57","England"
"434","Tourmoto","","","57","England","57","England"
"435","Tours of Excellence","","","57","England","57","England"
"436","Tracie's Tremendous Travel Trust","Internal Testing","Internal Testing","57","England","57","England"
"437","Travel Connection","","","57","England","57","England"
"438","Travel Corporation","","","57","England","57","England"
"440","Travel Counsellors TC1","","","57","England","57","England"
"441","Link Express Ltd T/A Travel Gallery","Advantage","Advantage Head Office / Parent","57","England","57","England"
"442","Travel Matters UK","","","57","England","57","England"
"443","Travel Nation UK","","","57","England","57","England"
"445","Travel Portfolio","","","57","England","57","England"
"446","Travel You","","","57","England","57","England"
"447","TravelAngels-Hays Travel Ltd (Gillingham)","Hays Travel Ltd Agent","Hays Travel Ltd Agent","57","England","57","England"
"448","TravelAngels-Hays Travel Ltd (Melksham)","","Hays Travel Ltd Agent","57","England","57","England"
"449","TravelAngels-Hays Travel Ltd (swindon)","Hays Travel Ltd Agent","Hays Travel Ltd Agent","57","England","57","England"
"450","TravelAngels-Hays Travel Ltd (Warminster)","","Hays Travel Ltd Agent","57","England","57","England"
"451","Travelbeam","","","57","England","57","England"
"452","Travelhouse UK","","","57","England","57","England"
"453","Travelounge LTD","","","57","England","57","England"
"454","TravelQuest of Woodbridge","Advantage","Advantage Head Office / Parent","57","England","57","England"
"456","Travelserv (TTA)","TTA","TTA Parent","57","England","57","England"
"457","Travelution Ltd (TTA)","TTA","TTA Parent","57","England","57","England"
"459","Trayvale Travel Ltd","","","57","England","57","England"
"460","The Travel Shop (TVL1)","WS_The Travel Shop","Club Caribbee Ltd","57","England","57","England"
"461","UBook Travel-Hays Travel Ltd","","Hays Travel Ltd Agent","57","England","57","England"
"462","UK GIRL THING","","","57","England","57","England"
"463","UK STAFF","","","57","England","57","England"
"464","Ulster Travel Ltd","Advantage","Advantage Head Office / Parent","57","England","57","England"
"465","Unicorn Travel Ltd","","","57","England","57","England"
"466","Uniglobe Client Account Test Agent","Internal Testing","Internal Testing","57","England","57","England"
"467","Uniglobe Global InterTravel","","Uniglobe Global Parent","57","England","57","England"
"468","Uniglobe Global InterTravel Invoice","","","57","England","57","England"
"469","Uniglobe UK Top Flight ITV","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"470","Uniglobe UK Staff N","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"471","Uniglobe UK Travel Centre","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"472","Uniglobe USD Test","Internal Testing","Internal Testing","57","England","57","England"
"473","union travel shop (Norwich)","","","57","England","57","England"
"474","Uniq Travel Experience","","","57","England","57","England"
"475","Uniglobe UK Travel Options","Uniglobe UK","Uniglobe UK Parent","57","England","57","England"
"476","Uni-travel Ltd (Loughborough) ADV","","","57","England","57","England"
"477","UNIVERSITY OF ST ANDREWS TRAVEL SERVICE","","","57","England","57","England"
"478","vacation  world","","","57","England","57","England"
"479","VakantieXperts Staff","VakantieXperts","VakantieXperts Parent","57","England","57","England"
"480","Venue Options","","","57","England","57","England"
"481","Villair Travel","Advantage","Advantage Head Office / Parent","57","England","57","England"
"482","Visit Chester and Cheshire","","","57","England","57","England"
"483","Westway Travel (Cranham)","","","57","England","57","England"
"484","Westway Travel (Thorpe Bay)","","","57","England","57","England"
"485","Westway Travel (Wickford)","","","57","England","57","England"
